id,title,movie_genres
19042,All Dogs Go to Heaven 2,"['Romance', 'Animation', 'Family', 'Adventure', 'Fantasy']"
47449,Denise Calls Up,['Comedy']
61752,Girl 6,['Comedy']
398959,Roula,"['Romance', 'Drama']"
287305,Peanuts – Die Bank zahlt alles,['Comedy']
339428,Happy Weekend,['Comedy']
68445,Cold Fever,"['Drama', 'Comedy']"
18989,Moll Flanders,"['Drama', 'Romance']"
54285,"301, 302","['Horror', 'Mystery', 'Thriller']"
278978,Und keiner weint mir nach,['Drama']
124625,My Mother's Courage,['Drama']
70934,Billy's Holiday,[]
161070,August,"['Romance', 'Comedy', 'Drama']"
47502,Faithful,"['Comedy', 'Crime', 'Drama']"
318177,Tarantella,[]
288173,Hostile Intentions,"['Thriller', 'Action', 'Drama']"
187851,They Bite,"['Comedy', 'Horror', 'Science Fiction']"
27768,Some Folks Call It a Sling Blade,"['Drama', 'Thriller']"
221917,The Run of the Country,"['Drama', 'Romance']"
88030,Tigrero: A Film That Was Never Made,"['Documentary', 'Foreign']"
185191,The Eye of Vichy,[]
83857,Windows,"['Horror', 'Drama', 'Thriller']"
124460,Country Life,"['Drama', 'Romance']"
27281,Operation Dumbo Drop,"['Action', 'Adventure', 'Comedy', 'Family']"
105045,The Promise,"['Drama', 'Romance']"
117730,Under The Domim Tree,"['Drama', 'Foreign']"
38867,Delta of Venus,"['Drama', 'Romance']"
277270,To Cross the Rubicon,[]
90214,Cosi,"['Comedy', 'Romance']"
36355,Flipper,"['Adventure', 'Family']"
37667,Captives,"['Drama', 'Thriller', 'Mystery', 'Romance']"
90148,Of Love and Shadows,['Drama']
52633,Switchblade Sisters,"['Action', 'Crime', 'Drama']"
62364,Mouth to Mouth,"['Comedy', 'Foreign']"
73183,"The Haunted World of Edward D. Wood, Jr.",['Documentary']
131232,Two Friends,"['Drama', 'Foreign']"
46063,Last Dance,"['Drama', 'Thriller']"
25697,Getting Away with Murder,['Comedy']
47119,Le Garçu,['Drama']
314352,Honeymoon,['Comedy']
124613,Brothers in Trouble,"['Comedy', 'Drama']"
245268,The Man from Down Under,"['Drama', 'War']"
55613,Careful,"['Horror', 'Comedy', 'Drama', 'Fantasy']"
110465,Kim,"['Family', 'Adventure']"
255546,Carmen Miranda: Bananas Is My Business,['Documentary']
275096,The Jar,[]
85778,Maya Lin: A Strong Clear Vision,['Documentary']
63564,The Last of the High Kings,"['Drama', 'Comedy']"
46732,The Grass Harp,"['Comedy', 'Drama', 'Family']"
124633,Someone Else's America,['Drama']
202425,Life is Rosy,"['Music', 'Romance']"
196940,Quartier Mozart,[]
77771,Touki Bouki,"['Drama', 'Romance']"
181083,God's Gift,['Drama']
41225,Spirits of the Dead,"['Drama', 'Mystery', 'Horror']"
188589,Babyfever,[]
87190,Pharaoh's  Army,"['Western', 'Drama', 'War']"
123763,"I, the Worst of All","['Drama', 'Foreign']"
81949,An Unforgettable Summer,"['Drama', 'Romance', 'War']"
124306,My Life and Times With Antonin Artaud,[]
183955,Midnight Dancers,[]
78285,The Old Lady Who Walked in the Sea,['Comedy']
38223,Harriet the Spy,"['Comedy', 'Drama', 'Family']"
49963,Walking and Talking,"['Comedy', 'Drama', 'Romance']"
1645,A Time to Kill,"['Crime', 'Drama', 'Thriller']"
77056,Rendezvous in Paris,"['Romance', 'Comedy']"
172198,Magic Hunter,[]
281085,A Boy Called Hate,[]
109478,Power 98,"['Action', 'Mystery', 'Thriller']"
124645,Two Deaths,"['War', 'Drama']"
69895,Stefano Quantestorie,['Comedy']
151489,Hedd Wyn,"['War', 'Drama']"
282919,Diebinnen,['Drama']
124614,The Convent,['Thriller']
92381,Phat Beach,['Comedy']
124619,Lotto Land,['Drama']
297645,The Story of Xinghua,[]
48144,The Day the Sun Turned Cold,[]
46986,Flirt,"['Drama', 'Romance']"
144982,The Big Squeeze,['Drama']
47907,The Spitfire Grill,"['Comedy', 'Drama']"
66634,Dingo,"['Drama', 'Music']"
116690,The Ballad of Narayama,['Drama']
213917,Every Other Weekend,['Drama']
145925,Mille bolle blu,[]
100914,Crows and Sparrows,[]
88224,Manny & Lo,"['Drama', 'Comedy']"
132641,Wife,['Drama']
241058,Lover's Knot,"['Romance', 'Comedy']"
59569,Killer: A Journal of Murder,['Drama']
410921,Nothing to Lose,"['Action', 'Crime', 'Drama']"
110513,Girls Town,"['Comedy', 'Drama']"
114089,Bye-Bye,['Drama']
58770,The Trigger Effect,"['Drama', 'Thriller']"
124851,Sweet Nothing,[]
56077,Talk of Angels,"['Drama', 'Romance', 'War']"
101230,1-900,[]
253632,Baton Rouge,['Thriller']
79782,Venice,"['Drama', 'Romance']"
31044,My Favorite Year,"['Comedy', 'Drama']"
121357,Golden Earrings,"['Adventure', 'Romance']"
64382,The Reluctant Debutante,"['Comedy', 'Romance']"
85638,The Scarlet Letter,['Drama']
50001,Lady of Burlesque,"['Comedy', 'Thriller', 'Mystery', 'Romance']"
57575,The Last Time I Saw Paris,"['Romance', 'Drama']"
76464,Something to Sing About,['Comedy']
176841,Moonlight Murder,"['Music', 'Mystery']"
125587,Nothing Personal,['Drama']
39448,"Yes, Madam","['Action', 'Foreign']"
52855,Dangerous Ground,['Drama']
172868,Madagascar Skin,[]
85328,The Pompatus of Love,"['Comedy', 'Romance', 'Drama']"
124632,Small Wonders,"['Documentary', 'Family']"
63945,Bliss,"['Drama', 'Romance']"
58985,Grace of My Heart,"['Drama', 'Comedy', 'Music']"
47260,Caught,"['Action', 'Drama', 'Thriller']"
161806,Ed's Next Move,[]
81310,Winnie the Pooh and the Blustery Day,"['Animation', 'Family', 'Music']"
48862,Unhook the Stars,"['Drama', 'Romance']"
117036,Synthetic Pleasures,['Documentary']
47199,The Secret Agent,"['Drama', 'Thriller']"
55058,Love Is All There Is,"['Comedy', 'Romance']"
108365,The Proprietor,['Drama']
49471,Get on the Bus,['Drama']
56830,Johns,['Drama']
27256,The Woman in Question,['Mystery']
66473,A Damsel in Distress,"['Comedy', 'Music', 'Romance']"
116356,The Sexual Life of the Belgians,"['Comedy', 'Romance']"
21202,Madame Butterfly,[]
67365,The Search for One-eye Jimmy,['Comedy']
136311,American Strays,"['Action', 'Comedy']"
427043,Charm's  Incidents,['Comedy']
146341,Bird of Prey,"['Crime', 'Drama']"
141210,The Sleepover,"['Comedy', 'Horror']"
102461,A Single Girl,['Drama']
200383,North Star,"['Action', 'Adventure', 'Drama', 'Western']"
116844,Drunks,['Drama']
124837,A Perfect Candidate,['Documentary']
49688,Johnny 100 Pesos,['Drama']
85588,Dadetown,[]
278621,Everything Relative,['Drama']
99479,Entertaining Angels - The Dorothy Day Story,['Drama']
55049,Three Lives and Only One Death,"['Comedy', 'Crime']"
124829,The Line King: The Al Hirschfeld Story,['Documentary']
79306,Snowriders,['Documentary']
356054,Curtis's Charm,[]
104931,JLG/JLG: Self-Portrait in December,['Documentary']
61461,The Children Are Watching Us,['Drama']
117500,Pastoral Symphony,['Drama']
218713,Here Comes Cookie,[]
217802,Love In Bloom,[]
127973,Six of a Kind,['Comedy']
86369,Mina Tannenbaum,"['Drama', 'Comedy']"
124676,The Bloody Child,['Drama']
49763,Bad Moon,['Horror']
36555,Best of the Best 3: No Turning Back,['Action']
64567,Dead Tired,['Comedy']
54405,Hear My Song,"['Comedy', 'Foreign']"
150823,The Shooter,['Western']
389,12 Angry Men,['Drama']
766,Army of Darkness,"['Fantasy', 'Horror', 'Comedy']"
826,The Bridge on the River Kwai,"['Drama', 'History', 'War']"
137,Groundhog Day,"['Romance', 'Fantasy', 'Drama', 'Comedy']"
266022,I Shot a Man in Vegas,[]
168450,Parallel Sons,[]
66034,Mad Dog Time,"['Drama', 'Action', 'Comedy', 'Crime']"
348138,Breathing Room,"['Romance', 'Comedy']"
96288,Paris Was a Woman,['Documentary']
61536,I'm Not Rappaport,['Comedy']
331367,Kids of Survival,[]
814,An American Werewolf in London,"['Horror', 'Comedy']"
52263,Amityville: Dollhouse,['Horror']
49126,Audrey Rose,"['Fantasy', 'Drama', 'Horror', 'Thriller']"
53234,Identification of a Woman,"['Romance', 'Drama']"
85589,Zero Kelvin,"['Drama', 'Thriller']"
199512,The Forbidden Christ,['Drama']
64900,I Can't Sleep,"['Drama', 'Mystery']"
55687,Adrenalin: Fear the Rush,"['Action', 'Science Fiction', 'Thriller']"
168535,The Substance of Fire,['Drama']
46681,Terror in a Texas Town,"['Action', 'Western']"
17692,Jaws 3-D,"['Thriller', 'Horror']"
49799,Somebody Is Waiting,['Drama']
46027,Night Falls on Manhattan,"['Drama', 'Crime']"
58102,Some Mother's Son,"['Drama', 'History']"
18451,The Whole Wide World,"['Drama', 'Romance']"
49935,Thieves,"['Romance', 'Crime', 'Drama']"
36758,The Portrait of a Lady,"['Drama', 'Romance']"
74239,Message to Love: The Isle of Wight Festival,"['Documentary', 'Music']"
55146,Hearts and Minds,"['Drama', 'Thriller', 'Documentary', 'Romance', 'Foreign']"
303693,Inside,"['Crime', 'Drama', 'TV Movie']"
85242,Underworld,"['Drama', 'Action', 'Comedy', 'Thriller']"
197537,The Machine,"['Horror', 'Thriller', 'Science Fiction']"
66597,Falling in Love Again,"['Drama', 'Romance']"
203829,A Tickle in the Heart,['Documentary']
784,Kolya,"['Music', 'Drama', 'Comedy']"
168283,Fire on the Mountain,['Documentary']
55936,Prisoner of the Mountains,"['Drama', 'War']"
58911,Hotel de Love,"['Comedy', 'Foreign', 'Romance']"
61563,Touch,"['Action', 'Comedy', 'Drama', 'Foreign', 'Romance']"
333165,Unforgotten: Twenty-Five Years After Willowbrook,[]
60083,Salut cousin !,['Comedy']
90928,Rhyme & Reason,['Documentary']
50091,Boys Life 2,"['Drama', 'Romance']"
49806,The Daytrippers,"['Comedy', 'Drama', 'Mystery']"
88423,The Quiet Room,"['Drama', 'Foreign']"
76996,Love and Other Catastrophes,"['Comedy', 'Romance']"
50512,Anna Karenina,"['Drama', 'Romance']"
118991,Keys to Tulsa,"['Crime', 'Drama', 'Thriller']"
93946,Hollow Reed,['Drama']
77223,Paradise Road,"['War', 'Drama', 'History']"
102878,A Brother's Kiss,['Drama']
105763,A Chef in Love,"['Drama', 'Comedy', 'Romance', 'Foreign']"
47694,Temptress Moon,"['Drama', 'Foreign', 'Romance']"
124680,Broken English,"['Romance', 'Drama']"
124843,Ripe,['Drama']
49478,Warriors of Virtue,"['Fantasy', 'Family', 'Action']"
68545,Intimate Relations,[]
109614,Losing Chase,"['Drama', 'Romance']"
60082,Sprung,"['Comedy', 'Romance']"
53023,Le Bonheur,"['Drama', 'Romance']"
64802,Love! Valour! Compassion!,['Drama']
50850,The Second Jungle Book: Mowgli & Baloo,"['Adventure', 'Family']"
125021,The Designated Mourner,[]
45671,Rough Magic,"['Comedy', 'Drama', 'Romance', 'Fantasy']"
201445,Late Bloomers,[]
124642,To Have (Or Not),"['Drama', 'Romance']"
49235,Squeeze,"['Crime', 'Drama']"
106129,Sudden Manhattan,"['Comedy', 'Thriller']"
291634,The Next Step,[]
107743,Wedding Bell Blues,"['Comedy', 'Romance']"
47686,Dream with the Fishes,['Comedy']
65889,Roseanna's Grave,"['Comedy', 'Romance', 'Drama']"
407992,MURDER and murder,"['Drama', 'Romance']"
124834,Mondo,['Drama']
249358,The Innocent Sleep,['Thriller']
111367,For Ever Mozart,"['Drama', 'Comedy', 'War']"
49462,Career Girls,['Drama']
108401,Star Maps,"['Comedy', 'Drama']"
56651,Kicked in the Head,"['Comedy', 'Crime', 'Drama', 'Romance']"
66588,A Thousand Acres,['Drama']
75250,The Locusts,"['Drama', 'Romance']"
55306,Ulee's Gold,['Drama']
68924,The Ice Storm,['Drama']
172545,Alive and Kicking,"['Comedy', 'Drama']"
45019,Washington Square,"['Drama', 'Romance']"
63437,Telling Lies In America,"['Music', 'Drama']"
62422,Year of the Horse,"['Documentary', 'Music']"
251481,Wonderland,['Documentary']
125052,Hurricane Streets,"['Romance', 'Crime', 'Drama']"
45153,Eve's Bayou,['Drama']
99002,Nenette and Boni,['Drama']
45928,Incognito,"['Crime', 'Thriller']"
61337,Critical Care,"['Comedy', 'Drama']"
45609,The Wings of the Dove,"['Drama', 'Romance']"
124606,Bang,['Drama']
167738,Guy,[]
293820,Tar,[]
102406,Ill Gotten Gains,['Drama']
170430,Man of Her Dreams,"['Horror', 'Drama']"
279698,Never Met Picasso,[]
49728,Office Killer,"['Comedy', 'Horror', 'Thriller']"
64562,Other Voices Other Rooms,['Drama']
191874,Stranger in the House,['Thriller']
438108,Time Tracers,['Science Fiction']
52537,Twisted,['Drama']
62394,The Education of Little Tree,['Drama']
32302,3 Ninjas: High Noon at Mega Mountain,"['Action', 'Comedy', 'Family']"
216794,Men of Means,"['Drama', 'Action']"
88863,Caught Up,"['Drama', 'Thriller', 'Crime']"
154821,Arguing the World,[]
46338,The Leading Man,"['Thriller', 'Drama', 'Romance']"
54007,Star Kid,"['Action', 'Adventure', 'Family', 'Science Fiction']"
281289,Tainted,"['Thriller', 'Comedy']"
66894,Ride,['Comedy']
49645,Ayn Rand: A Sense of Life,['Documentary']
47112,A Further Gesture,"['Drama', 'Thriller', 'Romance']"
102732,Little City,"['Comedy', 'Romance']"
83593,A Paralyzing Fear: The Story of Polio in America,['Documentary']
320011,Men with Guns,"['Drama', 'Crime']"
47452,Love and Death on Long Island,"['Drama', 'Romance', 'Foreign']"
53092,"Niagara, Niagara","['Drama', 'Romance']"
124821,Eden,['Drama']
93350,No Looking Back,"['Drama', 'Comedy', 'Romance']"
62695,Storefront Hitchcock,['Documentary']
70581,Heaven's Burning,"['Drama', 'Action', 'Thriller', 'Crime']"
47881,My Giant,"['Comedy', 'Drama', 'Family']"
98499,Illtown,[]
81367,Slappy and the Stinkers,"['Adventure', 'Family']"
73135,Ratchet,['Thriller']
90414,"I Love You, Don't Touch Me!","['Comedy', 'Romance']"
188870,Leather Jacket Love Story,"['Drama', 'Comedy', 'Romance']"
215373,Love Walked In,"['Drama', 'Thriller']"
78149,"An Alan Smithee Film: Burn, Hollywood, Burn",['Comedy']
31220,Krippendorf's Tribe,"['Comedy', 'Drama', 'Family']"
34582,Junk Mail,"['Comedy', 'Thriller']"
76330,Wild Man Blues,"['Music', 'Documentary']"
78373,"Dancer, Texas Pop. 81","['Comedy', 'Drama', 'Family']"
77514,A Friend of the Deceased,"['Drama', 'Comedy']"
55561,Clockwatchers,"['Comedy', 'Drama']"
209345,Little Men,[]
58680,Woo,"['Comedy', 'Romance']"
50043,Cousin Bette,"['Comedy', 'Drama', 'Romance']"
60951,Passion in the Desert,"['Drama', 'Adventure']"
416437,Dear Jesse,[]
51955,Hav Plenty,"['Action', 'Comedy', 'Romance', 'Science Fiction', 'Thriller']"
47481,Marie from the Bay of Angels,"['Drama', 'Romance']"
53765,Mr. Jealousy,"['Comedy', 'Romance']"
136134,Resurrection Man,"['Thriller', 'Crime', 'Drama']"
108548,Voyage to the Beginning of the World,"['Drama', 'Foreign']"
102304,Whatever,['Drama']
65203,The Broadway Melody,"['Drama', 'Music', 'Romance']"
56164,Cavalcade,['Drama']
34106,You Can't Take It With You,"['Comedy', 'Romance']"
41828,Prom Night III: The Last Kiss,"['Thriller', 'Comedy', 'Horror']"
60033,"This World, Then the Fireworks","['Crime', 'Drama', 'Thriller']"
65157,Cheetah,"['Drama', 'Family']"
96196,The Governess,"['Drama', 'Romance']"
98505,Seventh Heaven,['Drama']
1779,Roger & Me,"['Documentary', 'History']"
47908,The Trip to Bountiful,['Drama']
15300,Newsies,"['Drama', 'Music', 'Family']"
65158,Squanto: A Warrior's Tale,"['Drama', 'Family']"
53565,Steamboat Willie,['Animation']
19158,Graveyard Shift,"['Drama', 'Horror']"
118452,"First Love, Last Rites",['Drama']
48894,The Saltmen of Tibet,"['Documentary', 'Foreign']"
125124,The Best Man,[]
115872,The Chambermaid on the Titanic,['Drama']
77469,Your Friends & Neighbors,"['Drama', 'Comedy']"
161795,Déjà Vu,"['Romance', 'Drama']"
51942,I Married a Strange Person!,"['Drama', 'Comedy', 'Animation']"
46702,Why Do Fools Fall In Love,"['Drama', 'Romance']"
54795,Keep the Aspidistra Flying,"['Comedy', 'Drama', 'Romance']"
46748,See the Sea,"['Drama', 'Thriller']"
59138,Modulations,['Documentary']
28047,Phoenix,"['Drama', 'Thriller', 'Crime', 'Romance']"
24197,Mr. & Mrs. Smith,"['Comedy', 'Romance']"
52907,Waltzes from Vienna,[]
52748,The Skin Game,['Drama']
75793,Elstree Calling,"['Music', 'Comedy']"
47695,Juno and the Paycock,['Drama']
143750,The Farmer's Wife,['Drama']
52782,Downhill,['Drama']
64398,The Pleasure Garden,['Drama']
223318,Let's Talk About Sex,[]
69848,One Man's Hero,"['Western', 'Action', 'Drama', 'History']"
84116,"Grandview, U.S.A.",['Drama']
129628,Stars & Bars,['Comedy']
91217,Men Don't Leave,['Drama']
218624,Choices,['Drama']
47947,Young Doctors in Love,['Comedy']
48311,Parasite,"['Horror', 'Science Fiction']"
44772,No Small Affair,"['Comedy', 'Drama', 'Music', 'Romance']"
53113,One True Thing,"['Drama', 'Romance']"
122289,Lilian's Story,['Drama']
72987,A Soldier's Daughter Never Cries,['Drama']
193103,Somewhere in the City,"['Comedy', 'Drama']"
73351,Shadrach,['Drama']
134368,One Tough Cop,[]
85837,Detroit 9000,"['Drama', 'Action', 'Crime']"
108316,The Alarmist,['Comedy']
63709,Reach The Rock,"['Comedy', 'Drama']"
125762,Shattered Image,[]
46889,Living Out Loud,"['Comedy', 'Drama', 'Romance']"
123056,Desert Bloom,"['Drama', 'Family']"
110643,Mass Appeal,['Drama']
215875,Violets Are Blue,[]
76857,The Theory of Flight,['Drama']
39314,Mighty Joe Young,"['Adventure', 'Fantasy', 'Drama', 'Action', 'Science Fiction']"
125582,Down in the Delta,['Drama']
140897,Outside Ozona,"['Thriller', 'Comedy', 'Drama', 'Romance']"
36136,Another Day in Paradise,"['Thriller', 'Crime', 'Drama']"
46992,Hilary and Jackie,"['Music', 'Drama']"
28902,In Dreams,"['Drama', 'Thriller']"
274253,Belizaire the Cajun,"['Romance', 'Drama', 'History']"
45712,Gloria,"['Drama', 'Action', 'Thriller', 'Crime']"
296543,Tinseltown,[]
125548,The 24 Hour Woman,"['Comedy', 'Romance']"
47139,"Blood, Guts, Bullets and Octane","['Action', 'Comedy', 'Thriller']"
170187,Spanish Fly,[]
111794,20 Dates,"['Romance', 'Comedy']"
82865,"God Said, 'Ha!'",['Comedy']
18417,The Other Sister,"['Comedy', 'Drama', 'Romance']"
166680,Avalanche,"['Action', 'Adventure', 'Drama']"
113286,The Dancemaker,['Documentary']
47501,Six Ways to Sunday,['Comedy']
77936,The School of Flesh,"['Romance', 'Drama', 'Mystery']"
84586,Relax... It's Just Sex,['Comedy']
107946,Harvest,['Drama']
53685,Telling You,"['Drama', 'Comedy', 'Romance']"
47288,The King and I,"['Animation', 'Drama', 'Family']"
123728,The Empty Mirror,['Drama']
125123,Among Giants,"['Comedy', 'Romance']"
65749,Tango,"['Drama', 'Foreign', 'Romance']"
186705,"Love, etc.",[]
30950,Metroland,"['Comedy', 'Drama']"
70687,The Sticky Fingers of Time,"['Science Fiction', 'Drama']"
49981,Goodbye Lover,"['Thriller', 'Comedy', 'Crime', 'Mystery']"
114719,Friends & Lovers,"['Comedy', 'Romance', 'Drama']"
143299,The Joyriders,[]
445590,Photographer,"['TV Movie', 'History', 'Documentary', 'War']"
89522,A Little Bit of Soul,[]
139445,Nô,"['Drama', 'Foreign']"
74140,Let It Come Down: The Life of Paul Bowles,['Documentary']
213985,Heaven,"['Crime', 'Thriller']"
28519,The Winslow Boy,['Drama']
140519,Mascara,[]
53862,Trippin',"['Comedy', 'Romance']"
122190,Endurance,['Drama']
95627,Frogs for Snakes,"['Thriller', 'Comedy', 'Crime']"
41516,The Mole People,"['Adventure', 'Fantasy', 'Horror', 'Science Fiction']"
55912,Twice Upon a Yesterday,"['Comedy', 'Drama', 'Romance']"
84198,A Place at the Table,['Documentary']
100568,Floating,['Drama']
62676,Limbo,"['Adventure', 'Drama', 'Thriller']"
265966,Promise Her Anything,"['Comedy', 'Drama', 'Fantasy']"
91598,The Red Dwarf,"['Drama', 'Comedy']"
68426,Get Bruce!,"['Comedy', 'Documentary']"
55955,My Son the Fanatic,"['Drama', 'Comedy', 'Foreign']"
67067,Zone 39,['Science Fiction']
125263,Broken Vessels,['Drama']
78568,"Late August, Early September","['Drama', 'Foreign']"
48958,My Life So Far,"['Comedy', 'Drama']"
133575,The Velocity of Gary,"['Drama', 'Romance']"
967,Spartacus,"['Action', 'Drama', 'History']"
48686,Assassination,"['Drama', 'Action', 'Thriller']"
48660,The Kindred,"['Horror', 'Science Fiction']"
108312,Native Son,['Drama']
198469,Otello,[]
66194,Deadtime Stories,"['Horror', 'Thriller']"
197239,The Gambler,[]
67323,The Adventures of Sebastian Cole,"['Drama', 'Comedy']"
91076,Illuminata,['Drama']
89861,Stiff Upper Lips,['Comedy']
102489,Alice and Martin,"['Drama', 'Romance']"
126996,Marcello Mastroianni: I Remember,['Documentary']
48781,Never Talk to Strangers,"['Thriller', 'Romance']"
126152,With Friends Like These...,"['Horror', 'Science Fiction']"
51679,The Source,"['Documentary', 'Foreign']"
141489,Hamlet from the Lunt-Fontanne Theatre,[]
53761,Male and Female,"['Adventure', 'Drama']"
